Order ID,Date,Order Date Text,Year,Product,Category,State,Region,Region (Messy),City-State,Country,Quantity Sold,Cost Price,Selling Price,Discount Flag,Salesperson,Target Margin %
1257,01/07/2021,01-07-2021,2021,Product 5,Clothing,Pennsylvania,North,  North ,"Atlanta, Pennsylvania",USA,36.0,54.0,60.39,Yes,Drew,0.25
1258,01/07/2021,01-07-2021,2021,Product 5,Clothing,Texas,South,  South ,"Miami, Texas",USA,37.0,55.5,73.75,No,Elliot,0.30
1258,01/07/2021,01-07-2021,2021,Product 5,Clothing,Georgia,South,  South ,"New York City, Georgia",USA,28.0,42.0,48.29,Unknown,,0.15
1259,01/07/2021,01-07-2021,2021,Product 5,Clothing,Florida,East,  East ,"Philadelphia, Florida",USA,24.0,36.0,44.27,Yes,alex,0.20
1259,01/07/2021,01-07-2021,2021,Product 5,Clothing,North Carolina,East,  East ,"Houston, North Carolina",USA,26.0,39.0,52.15,No,Brooke,0.25
1260,01/07/2021,01-07-2021,2021,Product 5,Clothing,California,West,  West ,"Atlanta, California",USA,,55.5,64.34,Unknown,CHRIS,0.30
1260,01/07/2021,01-07-2021,2021,Product 5,Clothing,Washington,West,  West ,"Miami, Washington",USA,25.0,37.5,50.68,Yes,Drew,0.15
1261,01/07/2021,2021/07/01,2021,Product 6,Clothing,New York,North,  North ,"New York City, New York",USA,33.0,132.0,158.71,No,Elliot,0.20
1261,01/07/2021,01-07-2021,2021,Product 6,Clothing,Pennsylvania,North,  North ,"Philadelphia, Pennsylvania",USA,37.0,148.0,203.32,Unknown,,0.25
1262,01/07/2021,01-07-2021,2021,Product 6,Clothing,Texas,South,  South ,"Houston, Texas",USA,23.0,92.0,134.57,Yes,alex,0.30
1262,01/07/2021,01-07-2021,2021,Product 6,Clothing,Georgia,South,  South ,"Atlanta, Georgia",USA,29.0,116.0,159.01,No,Brooke,0.15
1263,01/07/2021,01-07-2021,2021,Product 6,Clothing,Florida,East,  East ,"Miami, Florida",USA,28.0,112.0,150.56,Unknown,CHRIS,0.20
1263,01/07/2021,01-07-2021,2021,Product 6,Clothing,North Carolina,East,  East ,"New York City, North Carolina",USA,31.0,124.0,185.65,Yes,Drew,0.25
1264,01/07/2021,01-07-2021,2021,Product 6,Clothing,California,West,  West ,"Philadelphia, California",USA,33.0,132.0,159.72,No,Elliot,0.30
1264,01/07/2021,01-07-2021,2021,Product 6,Clothing,Washington,West,  West ,"Houston, Washington",USA,34.0,136.0,169.49,Unknown,,0.15
1265,01/07/2021,01-07-2021,2021,Product 7,Home Goods,New York,North,  North ,"Atlanta, New York",USA,26.0,260.0,308.84,Yes,alex,0.20
1265,01/07/2021,01-07-2021,2021,Product 7,Home Goods,Pennsylvania,North,  North ,"Miami, Pennsylvania",USA,27.0,270.0,380.41,No,Brooke,0.25
1266,01/07/2021,2021/07/01,2021,Product 7,Home Goods,Texas,South,  South ,"New York City, Texas",USA,21.0,,235.5,Unknown,CHRIS,0.30
1266,01/07/2021,01-07-2021,2021,Product 7,Home Goods,Georgia,South,  South ,"Philadelphia, Georgia",USA,24.0,240.0,298.23,Yes,Drew,0.15
1267,01/07/2021,01-07-2021,2021,Product 7,Home Goods,Florida,East,  East ,"Houston, Florida",USA,30.0,300.0,448.69,No,Elliot,0.20
1267,01/07/2021,01-07-2021,2021,Product 7,Home Goods,North Carolina,East,  East ,"Atlanta, North Carolina",USA,20.0,200.0,279.1,Unknown,,0.25
1268,01/07/2021,01-07-2021,2021,Product 7,Home Goods,California,West,  West ,"Miami, California",USA,23.0,230.0,333.52,Yes,alex,0.30
1268,01/07/2021,01-07-2021,2021,Product 7,Home Goods,Washington,West,  West ,"New York City, Washington",USA,33.0,330.0,391.39,No,Brooke,0.15
1269,01/07/2021,01-07-2021,2021,Product 8,Home Goods,New York,North,  North ,"Philadelphia, New York",USA,21.0,157.5,173.35,Unknown,CHRIS,0.20
1269,01/07/2021,01-07-2021,2021,Product 8,Home Goods,Pennsylvania,North,  North ,"Houston, Pennsylvania",USA,33.0,247.5,281.79,Yes,Drew,0.25
1270,01/07/2021,01-07-2021,2021,Product 8,Home Goods,Texas,South,  South ,"Atlanta, Texas",USA,28.0,210.0,292.43,No,Elliot,0.30
1270,01/07/2021,01-07-2021,2021,Product 8,Home Goods,Georgia,South,  South ,"Miami, Georgia",USA,18.0,135.0,166.08,Unknown,,0.15
1271,01/07/2021,2021/07/01,2021,Product 8,Home Goods,Florida,East,  East ,"New York City, Florida",USA,21.0,157.5,179.65,Yes,alex,0.20
1271,01/07/2021,01-07-2021,2021,Product 8,Home Goods,North Carolina,East,  East ,"Philadelphia, North Carolina",USA,35.0,262.5,304.27,No,Brooke,0.25
1272,01/07/2021,01-07-2021,2021,Product 8,Home Goods,California,West,  West ,"Houston, California",USA,37.0,277.5,352.41,Unknown,CHRIS,0.30
1272,01/07/2021,01-07-2021,2021,Product 8,Home Goods,Washington,West,  West ,"Atlanta, Washington",USA,32.0,240.0,312.77,Yes,Drew,0.15
1273,01/07/2021,01-07-2021,2021,Product 9,Home Goods,New York,North,  North ,"Miami, New York",USA,25.0,125.0,157.82,No,Elliot,0.20
1273,01/07/2021,01-07-2021,2021,Product 9,Home Goods,Pennsylvania,North,  North ,"New York City, Pennsylvania",USA,36.0,180.0,201.56,Unknown,,0.25
1274,01/07/2021,01-07-2021,2021,Product 9,Home Goods,Texas,South,  South ,"Philadelphia, Texas",USA,35.0,175.0,196.73,Yes,alex,0.30
1274,01/07/2021,01-07-2021,2021,Product 9,Home Goods,Georgia,South,  South ,"Houston, Georgia",USA,25.0,125.0,172.51,No,Brooke,0.15
1275,01/07/2021,01-07-2021,2021,Product 9,Home Goods,Florida,East,  East ,"Atlanta, Florida",USA,20.0,100.0,145.52,Unknown,CHRIS,0.20
1275,01/07/2021,01-07-2021,2021,Product 9,Home Goods,North Carolina,East,  East ,"Miami, North Carolina",USA,24.0,120.0,153.3,Yes,Drew,0.25
1276,01/07/2021,2021/07/01,2021,Product 9,Home Goods,California,West,  West ,"New York City, California",USA,35.0,175.0,254.5,No,Elliot,0.30
1276,01/07/2021,01-07-2021,2021,Product 9,Home Goods,Washington,West,  West ,"Philadelphia, Washington",USA,20.0,100.0,140.97,Unknown,,0.15
1277,01/07/2021,01-07-2021,2021,Product 10,Home Goods,New York,North,  North ,"Houston, New York",USA,24.0,300.0,375.66,Yes,alex,0.20
1277,01/07/2021,01-07-2021,2021,Product 10,Home Goods,Pennsylvania,North,  North ,"Atlanta, Pennsylvania",USA,36.0,450.0,534.43,No,Brooke,0.25
1278,01/07/2021,01-07-2021,2021,Product 10,Home Goods,Texas,South,  South ,"Miami, Texas",USA,20.0,250.0,342.34,Unknown,CHRIS,0.30
1278,01/07/2021,01-07-2021,2021,Product 10,Home Goods,Georgia,South,  South ,"New York City, Georgia",USA,,300.0,432.44,Yes,Drew,0.15
1279,01/07/2021,01-07-2021,2021,Product 10,Home Goods,Florida,East,  East ,"Philadelphia, Florida",USA,28.0,350.0,388.99,No,Elliot,0.20
1279,01/07/2021,01-07-2021,2021,Product 10,Home Goods,North Carolina,East,  East ,"Houston, North Carolina",USA,25.0,312.5,463.15,Unknown,,0.25
1280,01/07/2021,01-07-2021,2021,Product 10,Home Goods,California,West,  West ,"Atlanta, California",USA,25.0,312.5,394.32,Yes,alex,0.30
1280,01/07/2021,01-07-2021,2021,Product 10,Home Goods,Washington,West,  West ,"Miami, Washington",USA,37.0,462.5,665.14,No,Brooke,0.15
1281,01/08/2021,2021/08/01,2021,Product 1,Electronics,New York,North,  North ,"New York City, New York",USA,33.0,825.0,977.75,Unknown,CHRIS,0.20
1281,01/08/2021,01-08-2021,2021,Product 1,Electronics,Pennsylvania,North,  North ,"Philadelphia, Pennsylvania",USA,21.0,525.0,582.15,Yes,Drew,0.25
1282,01/08/2021,01-08-2021,2021,Product 1,Electronics,Texas,South,  South ,"Houston, Texas",USA,33.0,825.0,1092.39,No,Elliot,0.30
1282,01/08/2021,01-08-2021,2021,Product 1,Electronics,Georgia,South,  South ,"Atlanta, Georgia",USA,34.0,850.0,1032.73,Unknown,,0.15
1283,01/08/2021,01-08-2021,2021,Product 1,Electronics,Florida,East,  East ,"Miami, Florida",USA,32.0,800.0,947.16,Yes,alex,0.20
1283,01/08/2021,01-08-2021,2021,Product 1,Electronics,North Carolina,East,  East ,"New York City, North Carolina",USA,37.0,925.0,1383.54,No,Brooke,0.25
1284,01/08/2021,01-08-2021,2021,Product 1,Electronics,California,West,  West ,"Philadelphia, California",USA,27.0,675.0,835.04,Unknown,CHRIS,0.30
1284,01/08/2021,01-08-2021,2021,Product 1,Electronics,Washington,West,  West ,"Houston, Washington",USA,29.0,725.0,810.08,Yes,Drew,0.15
1285,01/08/2021,01-08-2021,2021,Product 2,Electronics,New York,North,  North ,"Atlanta, New York",USA,28.0,420.0,561.67,No,Elliot,0.20
1285,01/08/2021,01-08-2021,2021,Product 2,Electronics,Pennsylvania,North,  North ,"Miami, Pennsylvania",USA,22.0,330.0,400.03,Unknown,,0.25
1286,01/08/2021,2021/08/01,2021,Product 2,Electronics,Texas,South,  South ,"New York City, Texas",USA,35.0,525.0,631.69,Yes,alex,0.30
1286,01/08/2021,01-08-2021,2021,Product 2,Electronics,Georgia,South,  South ,"Philadelphia, Georgia",USA,35.0,525.0,610.65,No,Brooke,0.15
1287,01/08/2021,01-08-2021,2021,Product 2,Electronics,Florida,East,  East ,"Houston, Florida",USA,19.0,285.0,390.43,Unknown,CHRIS,0.20
1287,01/08/2021,01-08-2021,2021,Product 2,Electronics,North Carolina,East,  East ,"Atlanta, North Carolina",USA,32.0,480.0,595.18,Yes,Drew,0.25
1288,01/08/2021,01-08-2021,2021,Product 2,Electronics,California,West,  West ,"Miami, California",USA,32.0,480.0,640.46,No,Elliot,0.30
1288,01/08/2021,01-08-2021,2021,Product 2,Electronics,Washington,West,  West ,"New York City, Washington",USA,30.0,450.0,603.45,Unknown,,0.15
1289,01/08/2021,01-08-2021,2021,Product 3,Electronics,New York,North,  North ,"Philadelphia, New York",USA,37.0,1850.0,2713.08,Yes,alex,0.20
1289,01/08/2021,01-08-2021,2021,Product 3,Electronics,Pennsylvania,North,  North ,"Houston, Pennsylvania",USA,35.0,1750.0,2106.55,No,Brooke,0.25
1290,01/08/2021,01-08-2021,2021,Product 3,Electronics,Texas,South,  South ,"Atlanta, Texas",USA,23.0,1150.0,1452.53,Unknown,CHRIS,0.30
1290,01/08/2021,01-08-2021,2021,Product 3,Electronics,Georgia,South,  South ,"Miami, Georgia",USA,37.0,1850.0,2242.68,Yes,Drew,0.15
1291,01/08/2021,2021/08/01,2021,Product 3,Electronics,Florida,East,  East ,"New York City, Florida",USA,35.0,1750.0,2133.38,No,Elliot,0.20
1291,01/08/2021,01-08-2021,2021,Product 3,Electronics,North Carolina,East,  East ,"Philadelphia, North Carolina",USA,35.0,1750.0,2487.41,Unknown,,0.25
1292,01/08/2021,01-08-2021,2021,Product 3,Electronics,California,West,  West ,"Houston, California",USA,20.0,1000.0,1180.33,Yes,alex,0.30
1292,01/08/2021,01-08-2021,2021,Product 3,Electronics,Washington,West,  West ,"Atlanta, Washington",USA,24.0,,1635.05,No,Brooke,0.15
1293,01/08/2021,01-08-2021,2021,Product 4,Clothing,New York,North,  North ,"Miami, New York",USA,31.0,77.5,91.0,Unknown,CHRIS,0.20
1293,01/08/2021,01-08-2021,2021,Product 4,Clothing,Pennsylvania,North,  North ,"New York City, Pennsylvania",USA,21.0,52.5,69.52,Yes,Drew,0.25
1294,01/08/2021,01-08-2021,2021,Product 4,Clothing,Texas,South,  South ,"Philadelphia, Texas",USA,23.0,57.5,77.72,No,Elliot,0.30
1294,01/08/2021,01-08-2021,2021,Product 4,Clothing,Georgia,South,  South ,"Houston, Georgia",USA,36.0,90.0,111.52,Unknown,,0.15
1295,01/08/2021,01-08-2021,2021,Product 4,Clothing,Florida,East,  East ,"Atlanta, Florida",USA,33.0,82.5,94.2,Yes,alex,0.20
1295,01/08/2021,01-08-2021,2021,Product 4,Clothing,North Carolina,East,  East ,"Miami, North Carolina",USA,26.0,65.0,96.7,No,Brooke,0.25
1296,01/08/2021,2021/08/01,2021,Product 4,Clothing,California,West,  West ,"New York City, California",USA,29.0,72.5,97.58,Unknown,CHRIS,0.30
1296,01/08/2021,01-08-2021,2021,Product 4,Clothing,Washington,West,  West ,"Philadelphia, Washington",USA,19.0,47.5,70.81,Yes,Drew,0.15
1297,01/08/2021,01-08-2021,2021,Product 5,Clothing,New York,North,  North ,"Houston, New York",USA,,42.0,54.05,No,Elliot,0.20
1297,01/08/2021,01-08-2021,2021,Product 5,Clothing,Pennsylvania,North,  North ,"Atlanta, Pennsylvania",USA,33.0,49.5,65.03,Unknown,,0.25
1298,01/08/2021,01-08-2021,2021,Product 5,Clothing,Texas,South,  South ,"Miami, Texas",USA,34.0,51.0,74.98,Yes,alex,0.30
1298,01/08/2021,01-08-2021,2021,Product 5,Clothing,Georgia,South,  South ,"New York City, Georgia",USA,35.0,52.5,67.18,No,Brooke,0.15
1299,01/08/2021,01-08-2021,2021,Product 5,Clothing,Florida,East,  East ,"Philadelphia, Florida",USA,20.0,30.0,40.2,Unknown,CHRIS,0.20
1299,01/08/2021,01-08-2021,2021,Product 5,Clothing,North Carolina,East,  East ,"Houston, North Carolina",USA,19.0,28.5,40.38,Yes,Drew,0.25
1300,01/08/2021,01-08-2021,2021,Product 5,Clothing,California,West,  West ,"Atlanta, California",USA,27.0,40.5,45.73,No,Elliot,0.30
1300,01/08/2021,01-08-2021,2021,Product 5,Clothing,Washington,West,  West ,"Miami, Washington",USA,37.0,55.5,79.72,Unknown,,0.15
1301,01/08/2021,2021/08/01,2021,Product 6,Clothing,New York,North,  North ,"New York City, New York",USA,26.0,104.0,129.66,Yes,alex,0.20
1301,01/08/2021,01-08-2021,2021,Product 6,Clothing,Pennsylvania,North,  North ,"Philadelphia, Pennsylvania",USA,20.0,80.0,102.4,No,Brooke,0.25
1302,01/08/2021,01-08-2021,2021,Product 6,Clothing,Texas,South,  South ,"Houston, Texas",USA,30.0,120.0,170.07,Unknown,CHRIS,0.30
1302,01/08/2021,01-08-2021,2021,Product 6,Clothing,Georgia,South,  South ,"Atlanta, Georgia",USA,19.0,76.0,112.11,Yes,Drew,0.15
1303,01/08/2021,01-08-2021,2021,Product 6,Clothing,Florida,East,  East ,"Miami, Florida",USA,24.0,96.0,138.83,No,Elliot,0.20
1303,01/08/2021,01-08-2021,2021,Product 6,Clothing,North Carolina,East,  East ,"New York City, North Carolina",USA,25.0,100.0,128.75,Unknown,,0.25
1304,01/08/2021,01-08-2021,2021,Product 6,Clothing,California,West,  West ,"Philadelphia, California",USA,21.0,84.0,ERROR,Yes,alex,0.30
1304,01/08/2021,01-08-2021,2021,Product 6,Clothing,Washington,West,  West ,"Houston, Washington",USA,32.0,128.0,182.5,No,Brooke,0.15
1305,01/08/2021,01-08-2021,2021,Product 7,Home Goods,New York,North,  North ,"Atlanta, New York",USA,30.0,300.0,405.38,Unknown,CHRIS,0.20
1305,01/08/2021,01-08-2021,2021,Product 7,Home Goods,Pennsylvania,North,  North ,"Miami, Pennsylvania",USA,31.0,310.0,447.2,Yes,Drew,0.25
1306,01/08/2021,2021/08/01,2021,Product 7,Home Goods,Texas,South,  South ,"New York City, Texas",USA,25.0,250.0,315.29,No,Elliot,0.30
1306,01/08/2021,01-08-2021,2021,Product 7,Home Goods,Georgia,South,  South ,"Philadelphia, Georgia",USA,27.0,270.0,369.8,Unknown,,0.15
1307,01/08/2021,01-08-2021,2021,Product 7,Home Goods,Florida,East,  East ,"Houston, Florida",USA,28.0,280.0,384.75,Yes,alex,0.20
1307,01/08/2021,01-08-2021,2021,Product 7,Home Goods,North Carolina,East,  East ,"Atlanta, North Carolina",USA,27.0,270.0,387.97,No,Brooke,0.25
1308,01/08/2021,01-08-2021,2021,Product 7,Home Goods,California,West,  West ,"Miami, California",USA,38.0,380.0,492.01,Unknown,CHRIS,0.30
1308,01/08/2021,01-08-2021,2021,Product 7,Home Goods,Washington,West,  West ,"New York City, Washington",USA,28.0,280.0,409.66,Yes,Drew,0.15
1309,01/08/2021,01-08-2021,2021,Product 8,Home Goods,New York,North,  North ,"Philadelphia, New York",USA,38.0,285.0,403.46,No,Elliot,0.20
1309,01/08/2021,01-08-2021,2021,Product 8,Home Goods,Pennsylvania,North,  North ,"Houston, Pennsylvania",USA,19.0,142.5,165.46,Unknown,,0.25
1310,01/08/2021,01-08-2021,2021,Product 8,Home Goods,Texas,South,  South ,"Atlanta, Texas",USA,29.0,217.5,263.13,Yes,alex,0.30
1310,01/08/2021,01-08-2021,2021,Product 8,Home Goods,Georgia,South,  South ,"Miami, Georgia",USA,24.0,180.0,232.26,No,Brooke,0.15
1311,01/08/2021,2021/08/01,2021,Product 8,Home Goods,Florida,East,  East ,"New York City, Florida",USA,30.0,225.0,262.21,Unknown,CHRIS,0.20
1311,01/08/2021,01-08-2021,2021,Product 8,Home Goods,North Carolina,East,  East ,"Philadelphia, North Carolina",USA,31.0,232.5,274.92,Yes,Drew,0.25
1312,01/08/2021,01-08-2021,2021,Product 8,Home Goods,California,West,  West ,"Houston, California",USA,34.0,255.0,346.58,No,Elliot,0.30
1312,01/08/2021,01-08-2021,2021,Product 8,Home Goods,Washington,West,  West ,"Atlanta, Washington",USA,32.0,240.0,264.69,Unknown,,0.15
1313,01/08/2021,01-08-2021,2021,Product 9,Home Goods,New York,North,  North ,"Miami, New York",USA,29.0,145.0,164.88,Yes,alex,0.20
1313,01/08/2021,01-08-2021,2021,Product 9,Home Goods,Pennsylvania,North,  North ,"New York City, Pennsylvania",USA,37.0,185.0,265.91,No,Brooke,0.25
1314,01/08/2021,01-08-2021,2021,Product 9,Home Goods,Texas,South,  South ,"Philadelphia, Texas",USA,25.0,125.0,170.49,Unknown,CHRIS,0.30
1314,01/08/2021,01-08-2021,2021,Product 9,Home Goods,Georgia,South,  South ,"Houston, Georgia",USA,24.0,120.0,171.99,Yes,Drew,0.15
1315,01/08/2021,01-08-2021,2021,Product 9,Home Goods,Florida,East,  East ,"Atlanta, Florida",USA,24.0,120.0,137.38,No,Elliot,0.20
1315,01/08/2021,01-08-2021,2021,Product 9,Home Goods,North Carolina,East,  East ,"Miami, North Carolina",USA,,95.0,134.39,Unknown,,0.25
1316,01/08/2021,2021/08/01,2021,Product 9,Home Goods,California,West,  West ,"New York City, California",USA,23.0,115.0,145.93,Yes,alex,0.30
1316,01/08/2021,01-08-2021,2021,Product 9,Home Goods,Washington,West,  West ,"Philadelphia, Washington",USA,29.0,145.0,162.2,No,Brooke,0.15
1317,01/08/2021,01-08-2021,2021,Product 10,Home Goods,New York,North,  North ,"Houston, New York",USA,38.0,475.0,566.21,Unknown,CHRIS,0.20
1317,01/08/2021,01-08-2021,2021,Product 10,Home Goods,Pennsylvania,North,  North ,"Atlanta, Pennsylvania",USA,34.0,425.0,599.05,Yes,Drew,0.25
1318,01/08/2021,01-08-2021,2021,Product 10,Home Goods,Texas,South,  South ,"Miami, Texas",USA,32.0,400.0,562.89,No,Elliot,0.30
1318,01/08/2021,01-08-2021,2021,Product 10,Home Goods,Georgia,South,  South ,"New York City, Georgia",USA,29.0,362.5,408.66,Unknown,,0.15
1319,01/08/2021,01-08-2021,2021,Product 10,Home Goods,Florida,East,  East ,"Philadelphia, Florida",USA,20.0,,332.68,Yes,alex,0.20
1319,01/08/2021,01-08-2021,2021,Product 10,Home Goods,North Carolina,East,  East ,"Houston, North Carolina",USA,34.0,425.0,489.98,No,Brooke,0.25
1320,01/08/2021,01-08-2021,2021,Product 10,Home Goods,California,West,  West ,"Atlanta, California",USA,25.0,312.5,352.59,Unknown,CHRIS,0.30
1320,01/08/2021,01-08-2021,2021,Product 10,Home Goods,Washington,West,  West ,"Miami, Washington",USA,24.0,300.0,384.4,Yes,Drew,0.15
1321,01/09/2021,2021/09/01,2021,Product 1,Electronics,New York,North,  North ,"New York City, New York",USA,24.0,600.0,787.81,No,Elliot,0.20
1321,01/09/2021,01-09-2021,2021,Product 1,Electronics,Pennsylvania,North,  North ,"Philadelphia, Pennsylvania",USA,28.0,700.0,939.21,Unknown,,0.25
1322,01/09/2021,01-09-2021,2021,Product 1,Electronics,Texas,South,  South ,"Houston, Texas",USA,32.0,800.0,1016.9,Yes,alex,0.30
1322,01/09/2021,01-09-2021,2021,Product 1,Electronics,Georgia,South,  South ,"Atlanta, Georgia",USA,30.0,750.0,1097.87,No,Brooke,0.15
1323,01/09/2021,01-09-2021,2021,Product 1,Electronics,Florida,East,  East ,"Miami, Florida",USA,27.0,675.0,819.9,Unknown,CHRIS,0.20
1323,01/09/2021,01-09-2021,2021,Product 1,Electronics,North Carolina,East,  East ,"New York City, North Carolina",USA,29.0,725.0,1026.2,Yes,Drew,0.25
1324,01/09/2021,01-09-2021,2021,Product 1,Electronics,California,West,  West ,"Philadelphia, California",USA,22.0,550.0,702.15,No,Elliot,0.30
1324,01/09/2021,01-09-2021,2021,Product 1,Electronics,Washington,West,  West ,"Houston, Washington",USA,35.0,875.0,1222.9,Unknown,,0.15
1325,01/09/2021,01-09-2021,2021,Product 2,Electronics,New York,North,  North ,"Atlanta, New York",USA,34.0,510.0,615.84,Yes,alex,0.20
1325,01/09/2021,01-09-2021,2021,Product 2,Electronics,Pennsylvania,North,  North ,"Miami, Pennsylvania",USA,19.0,285.0,347.98,No,Brooke,0.25
1326,01/09/2021,2021/09/01,2021,Product 2,Electronics,Texas,South,  South ,"New York City, Texas",USA,36.0,540.0,621.8,Unknown,CHRIS,0.30
1326,01/09/2021,01-09-2021,2021,Product 2,Electronics,Georgia,South,  South ,"Philadelphia, Georgia",USA,39.0,585.0,719.76,Yes,Drew,0.15
1327,01/09/2021,01-09-2021,2021,Product 2,Electronics,Florida,East,  East ,"Houston, Florida",USA,27.0,405.0,603.05,No,Elliot,0.20
1327,01/09/2021,01-09-2021,2021,Product 2,Electronics,North Carolina,East,  East ,"Atlanta, North Carolina",USA,33.0,495.0,608.14,Unknown,,0.25
1328,01/09/2021,01-09-2021,2021,Product 2,Electronics,California,West,  West ,"Miami, California",USA,25.0,375.0,489.21,Yes,alex,0.30
1328,01/09/2021,01-09-2021,2021,Product 2,Electronics,Washington,West,  West ,"New York City, Washington",USA,22.0,330.0,433.44,No,Brooke,0.15
1329,01/09/2021,01-09-2021,2021,Product 3,Electronics,New York,North,  North ,"Philadelphia, New York",USA,25.0,1250.0,1517.31,Unknown,CHRIS,0.20
1329,01/09/2021,01-09-2021,2021,Product 3,Electronics,Pennsylvania,North,  North ,"Houston, Pennsylvania",USA,30.0,1500.0,1929.53,Yes,Drew,0.25
1330,01/09/2021,01-09-2021,2021,Product 3,Electronics,Texas,South,  South ,"Atlanta, Texas",USA,21.0,1050.0,1235.62,No,Elliot,0.30
1330,01/09/2021,01-09-2021,2021,Product 3,Electronics,Georgia,South,  South ,"Miami, Georgia",USA,33.0,1650.0,2111.88,Unknown,,0.15
1331,01/09/2021,2021/09/01,2021,Product 3,Electronics,Florida,East,  East ,"New York City, Florida",USA,33.0,1650.0,1842.94,Yes,alex,0.20
1331,01/09/2021,01-09-2021,2021,Product 3,Electronics,North Carolina,East,  East ,"Philadelphia, North Carolina",USA,27.0,1350.0,1636.26,No,Brooke,0.25
1332,01/09/2021,01-09-2021,2021,Product 3,Electronics,California,West,  West ,"Houston, California",USA,34.0,1700.0,1935.65,Unknown,CHRIS,0.30
1332,01/09/2021,01-09-2021,2021,Product 3,Electronics,Washington,West,  West ,"Atlanta, Washington",USA,28.0,1400.0,1946.45,Yes,Drew,0.15
1333,01/09/2021,01-09-2021,2021,Product 4,Clothing,New York,North,  North ,"Miami, New York",USA,33.0,82.5,114.37,No,Elliot,0.20
1333,01/09/2021,01-09-2021,2021,Product 4,Clothing,Pennsylvania,North,  North ,"New York City, Pennsylvania",USA,38.0,95.0,139.24,Unknown,,0.25
1334,01/09/2021,01-09-2021,2021,Product 4,Clothing,Texas,South,  South ,"Philadelphia, Texas",USA,,82.5,94.0,Yes,alex,0.30
1334,01/09/2021,01-09-2021,2021,Product 4,Clothing,Georgia,South,  South ,"Houston, Georgia",USA,32.0,80.0,108.08,No,Brooke,0.15
1335,01/09/2021,01-09-2021,2021,Product 4,Clothing,Florida,East,  East ,"Atlanta, Florida",USA,26.0,65.0,80.0,Unknown,CHRIS,0.20
1335,01/09/2021,01-09-2021,2021,Product 4,Clothing,North Carolina,East,  East ,"Miami, North Carolina",USA,33.0,82.5,101.27,Yes,Drew,0.25
1336,01/09/2021,2021/09/01,2021,Product 4,Clothing,California,West,  West ,"New York City, California",USA,33.0,82.5,96.29,No,Elliot,0.30
1336,01/09/2021,01-09-2021,2021,Product 4,Clothing,Washington,West,  West ,"Philadelphia, Washington",USA,25.0,62.5,71.75,Unknown,,0.15
1337,01/09/2021,01-09-2021,2021,Product 5,Clothing,New York,North,  North ,"Houston, New York",USA,25.0,37.5,53.21,Yes,alex,0.20
1337,01/09/2021,01-09-2021,2021,Product 5,Clothing,Pennsylvania,North,  North ,"Atlanta, Pennsylvania",USA,27.0,40.5,48.56,No,Brooke,0.25
1338,01/09/2021,01-09-2021,2021,Product 5,Clothing,Texas,South,  South ,"Miami, Texas",USA,33.0,49.5,59.46,Unknown,CHRIS,0.30
1338,01/09/2021,01-09-2021,2021,Product 5,Clothing,Georgia,South,  South ,"New York City, Georgia",USA,31.0,46.5,63.56,Yes,Drew,0.15
1339,01/09/2021,01-09-2021,2021,Product 5,Clothing,Florida,East,  East ,"Philadelphia, Florida",USA,25.0,37.5,49.62,No,Elliot,0.20
1339,01/09/2021,01-09-2021,2021,Product 5,Clothing,North Carolina,East,  East ,"Houston, North Carolina",USA,28.0,42.0,48.25,Unknown,,0.25
1340,01/09/2021,01-09-2021,2021,Product 5,Clothing,California,West,  West ,"Atlanta, California",USA,35.0,52.5,60.2,Yes,alex,0.30
1340,01/09/2021,01-09-2021,2021,Product 5,Clothing,Washington,West,  West ,"Miami, Washington",USA,20.0,30.0,33.75,No,Brooke,0.15
1341,01/09/2021,2021/09/01,2021,Product 6,Clothing,New York,North,  North ,"New York City, New York",USA,23.0,92.0,114.59,Unknown,CHRIS,0.20
1341,01/09/2021,01-09-2021,2021,Product 6,Clothing,Pennsylvania,North,  North ,"Philadelphia, Pennsylvania",USA,25.0,100.0,145.35,Yes,Drew,0.25
1342,01/09/2021,01-09-2021,2021,Product 6,Clothing,Texas,South,  South ,"Houston, Texas",USA,24.0,96.0,138.5,No,Elliot,0.30
1342,01/09/2021,01-09-2021,2021,Product 6,Clothing,Georgia,South,  South ,"Atlanta, Georgia",USA,26.0,104.0,144.58,Unknown,,0.15
1343,01/09/2021,01-09-2021,2021,Product 6,Clothing,Florida,East,  East ,"Miami, Florida",USA,29.0,116.0,136.86,Yes,alex,0.20
1343,01/09/2021,01-09-2021,2021,Product 6,Clothing,North Carolina,East,  East ,"New York City, North Carolina",USA,37.0,148.0,221.29,No,Brooke,0.25
1344,01/09/2021,01-09-2021,2021,Product 6,Clothing,California,West,  West ,"Philadelphia, California",USA,39.0,156.0,171.8,Unknown,CHRIS,0.30
1344,01/09/2021,01-09-2021,2021,Product 6,Clothing,Washington,West,  West ,"Houston, Washington",USA,39.0,156.0,200.51,Yes,Drew,0.15
1345,01/09/2021,01-09-2021,2021,Product 7,Home Goods,New York,North,  North ,"Atlanta, New York",USA,29.0,290.0,388.14,No,Elliot,0.20
1345,01/09/2021,01-09-2021,2021,Product 7,Home Goods,Pennsylvania,North,  North ,"Miami, Pennsylvania",USA,38.0,,494.17,Unknown,,0.25
1346,01/09/2021,2021/09/01,2021,Product 7,Home Goods,Texas,South,  South ,"New York City, Texas",USA,30.0,300.0,365.69,Yes,alex,0.30
